City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
118,uzgen,40.7699,73.3007,14.03,30,9,1.19,KG,1729347520
119,vorgashor,67.5833,63.95,1.37,100,100,5.51,RU,1729347523
120,petropavlovsk-kamchatsky,53.0452,158.6483,7.33,87,100,7.0,RU,1729347524
121,dudinka,69.4058,86.1778,-7.88,96,99,4.35,RU,1729347525
122,olonkinbyen,70.9221,-8.7187,2.62,94,100,9.19,SJ,1729347527
123,mana,5.6592,-53.7767,30.95,62,22,3.77,GF,1729347528
124,antigonish,45.6169,-61.9986,14.42,67,0,0.89,CA,1729347529
125,nuuk,64.1835,-51.7216,-3.66,58,20,7.2,GL,1729347530
126,itaituba,-4.2761,-55.9836,33.09,55,0,3.6,BR,1729347368
127,east ballina,-28.8667,153.5833,20.57,83,57,6.4,AU,1729347534
128,georgetown,5.4112,100.3354,28.96,73,20,2.68,MY,1729347247
129,vilyuchinsk,52.9306,158.4028,8.15,99,100,4.21,RU,1729347536
130,nguigmi,14.2495,13.1092,35.52,17,8,3.21,NE,1729347537
131,mcpherson,38.3708,-97.6642,15.2,47,100,5.18,US,1729347538
132,reyes,-14.3167,-67.3833,23.09,94,100,0.0,BO,1729347539
133,illizi,26.4833,8.4667,30.67,19,0,5.72,DZ,1729347540
134,mount pearl,47.5166,-52.7813,8.58,60,20,11.32,CA,1729347541
135,erdenet,49.0333,104.0833,0.65,31,100,2.48,MN,1729347542
136,taoudenni,22.6783,-3.9836,38.61,14,34,5.7,ML,1729347543
137,mariental,-24.6333,17.9667,32.09,6,0,4.56,NA,1729347544
138,remire-montjoly,4.9167,-52.2667,33.02,58,100,5.66,GF,1729347315
139,navolato,24.7672,-107.6944,24.1,86,0,2.1,MX,1729347547
140,claveria,18.6074,121.0832,27.08,87,89,4.36,PH,1729347548
141,hawaiian paradise park,19.5933,-154.9731,20.73,88,40,1.54,US,1729347549
142,aver-o-mar,41.4078,-8.7812,20.31,88,75,6.17,PT,1729347550
143,essaouira,31.5125,-9.77,31.72,20,50,7.72,MA,1729347551
144,namsos,64.4662,11.4957,13.95,58,100,5.14,NO,1729347552
145,carnarvon,-24.8667,113.6333,20.8,80,44,9.56,AU,1729347553
146,bilibino,68.0546,166.4372,-8.45,96,100,3.31,RU,1729347554
147,griffith,41.5284,-87.4237,12.51,71,0,1.54,US,1729347555
148,ko pha ngan,9.7578,100.0291,25.38,80,100,5.7,TH,1729347556
149,olinda,-8.0089,-34.8553,28.85,65,20,5.14,BR,1729347557
150,kendari,-3.945,122.4989,24.55,87,62,0.76,ID,1729347558
151,tipasa,36.5897,2.4475,22.16,56,95,6.89,DZ,1729347560
152,sitka,57.0531,-135.33,5.94,75,100,5.14,US,1729347561
153,margaret river,-33.95,115.0667,16.11,88,100,4.65,AU,1729347562
154,isafjordur,66.0755,-23.124,4.02,81,75,7.2,IS,1729347563
155,klyuchi,52.2667,79.1667,5.31,51,100,1.54,RU,1729347564
156,tobol,52.6844,62.5794,6.66,62,96,1.94,KZ,1729347565
157,puerto aysen,-45.4,-72.7,12.78,88,100,0.19,CL,1729347281
158,atafu village,-8.5421,-172.5159,28.06,77,97,6.73,TK,1729347567
159,kourou,5.1552,-52.6478,32.23,54,68,2.99,GF,1729347568
160,pacific grove,36.6177,-121.9166,13.54,54,0,3.09,US,1729347569
161,tolanaro,-25.0319,46.9987,26.04,78,20,11.83,MG,1729347571
162,qaqortoq,60.7167,-46.0333,-0.26,34,0,1.58,GL,1729347573
163,brisas de zicatela,15.8369,-97.0419,26.29,73,40,3.09,MX,1729347574
164,senanga,-16.1167,23.2667,38.64,11,60,0.62,ZM,1729347575
165,saint-pierre,-21.3393,55.4781,25.82,73,75,3.09,RE,1729347577
166,tommot,58.9564,126.2925,-6.75,85,100,2.71,RU,1729347578
167,minas de marcona,-15.2119,-75.1103,18.78,51,43,2.88,PE,1729347579
168,yarmouth,41.7057,-70.2286,15.03,78,0,2.06,US,1729347580
169,mingguang,32.7802,117.9638,10.7,69,100,6.27,CN,1729347581
170,lautoka,-17.6167,177.4667,23.92,73,40,4.12,FJ,1729347582
171,nagqu,31.5,92.0,-1.88,22,100,2.34,CN,1729347584
172,fiambala,-27.6871,-67.6149,23.97,49,0,2.04,AR,1729347585
173,taguatinga,-12.3857,-46.5711,28.38,56,100,1.46,BR,1729347586
174,alofi,-19.0595,-169.9187,24.94,94,75,4.63,NU,1729347316
175,shemordan,56.1856,50.3972,4.18,62,57,1.97,RU,1729347588
176,greencastle,39.6445,-86.8647,13.75,71,0,0.0,US,1729347474
177,new norfolk,-42.7826,147.0587,11.62,99,0,1.43,AU,1729347591
178,nemuro,43.3236,145.575,8.23,74,100,14.8,JP,1729347592
179,papao,-17.75,-149.55,23.82,88,99,10.2,PF,1729347593
180,syktyvkar,61.6764,50.8099,5.85,93,75,3.0,RU,1729347596
181,tazacorte,28.629,-17.9293,24.54,77,20,5.14,ES,1729347597
182,morehead city,34.7229,-76.726,18.0,75,0,5.14,US,1729347490
183,birobidzhan,48.8,132.95,-2.79,36,0,4.91,RU,1729347599
184,padang,-0.9492,100.3543,26.03,84,100,0.87,ID,1729347600
185,saint-paul,-21.0096,55.2707,25.05,86,43,0.77,RE,1729347601
186,guiuan,11.0333,125.7247,28.26,78,83,3.45,PH,1729347602
187,revda,56.801,59.9303,1.93,80,7,2.35,RU,1729347604
188,glace bay,46.1969,-59.957,13.87,65,40,5.14,CA,1729347605
189,namibe,-15.1961,12.1522,23.81,75,52,5.64,AO,1729347606
190,mollendo,-17.0231,-72.0147,18.32,72,43,3.58,PE,1729347608
191,lerwick,60.1545,-1.1494,11.66,84,100,4.38,GB,1729347609
192,axim,4.8699,-2.2405,27.0,74,98,4.1,GH,1729347610
193,mogocha,53.7333,119.7667,-8.38,51,61,1.4,RU,1729347611
194,nouadhibou,20.931,-17.0347,28.99,51,100,5.14,MR,1729347342
195,hadibu,12.65,54.0333,27.31,75,42,1.27,YE,1729347613
196,esmeraldas,-19.7625,-44.3139,26.37,57,70,2.41,BR,1729347614
197,ust-nera,64.5667,143.2,-13.11,97,100,1.29,RU,1729347615
198,atar,20.5169,-13.0499,39.16,13,62,6.78,MR,1729347616
199,lebu,-37.6167,-73.65,13.82,75,99,2.03,CL,1729347617
200,itaporanga,-7.3044,-38.1503,32.94,41,28,1.36,BR,1729347620
201,anna regina,7.2644,-58.5077,29.39,70,89,2.26,GY,1729347621
202,kuruman,-27.4524,23.4325,27.14,13,0,8.65,ZA,1729347622
203,badger,64.8,-147.5333,-9.07,87,100,2.06,US,1729347623
204,sukumo,32.9333,132.7333,21.54,94,90,1.64,JP,1729347624
205,port lincoln,-34.7333,135.8667,14.45,81,55,4.07,AU,1729347625
206,ciudad lazaro cardenas,17.9583,-102.2,25.86,83,9,1.74,MX,1729347626
207,fale old settlement,-9.3852,-171.2468,28.11,76,27,6.4,TK,1729347627
208,weno,7.4515,151.8468,27.97,83,100,2.06,FM,1729347629
209,rodino,52.5,80.25,4.57,50,100,0.15,RU,1729347630
210,patterson,37.4716,-121.1297,7.97,24,8,0.56,US,1729347631
211,saipan,15.1355,145.701,28.39,83,75,5.66,MP,1729347632
212,myeik,12.4333,98.6,25.95,89,100,3.08,MM,1729347633
213,taltal,-25.4,-70.4833,15.49,81,56,1.28,CL,1729347620
214,korenevo,55.6719,38.0078,9.36,57,0,2.0,RU,1729347636
215,saint-joseph,-21.3667,55.6167,25.21,82,36,3.61,RE,1729347637
216,vadso,70.0744,29.7487,8.09,87,0,4.12,NO,1729347638
217,sokoni,-6.4333,39.55,26.26,79,12,5.43,TZ,1729347640
218,chibougamau,49.9168,-74.3659,9.79,62,0,5.66,CA,1729347641
219,nshamba,-1.7983,31.5511,24.96,51,38,3.94,TZ,1729347642
220,kamaishi,39.2667,141.8833,11.9,83,100,3.84,JP,1729347643
221,irkutsk,52.2978,104.2964,0.43,80,0,3.0,RU,1729347644
222,pau brasil,-15.4642,-39.6511,28.03,68,89,1.89,BR,1729347645
223,isabela,6.7085,121.9711,26.26,86,52,2.4,PH,1729347573
224,villamontes,-21.25,-63.5,25.22,54,69,1.15,BO,1729347647
225,ola,59.5833,151.2833,-7.16,61,48,6.27,RU,1729347648
226,meulaboh,4.1363,96.1285,25.94,83,68,0.35,ID,1729347649
227,rongelap,11.1635,166.8941,28.58,79,83,7.79,MH,1729347650
228,el bayadh,33.6832,1.0193,14.77,35,100,8.27,DZ,1729347651
229,trincomalee,8.5711,81.2335,29.1,72,41,2.85,LK,1729347653
230,askoy,60.4092,5.226,14.16,82,75,5.14,NO,1729347654
231,wharton,29.3116,-96.1027,19.99,83,0,3.09,US,1729347655
232,coquimbo,-29.9533,-71.3436,13.85,94,100,4.63,CL,1729347167
233,nobres,-14.7203,-56.3275,29.72,62,100,3.07,BR,1729347657
234,choibalsan,48.0667,114.5,-2.16,30,2,4.57,MN,1729347658
235,lensk,60.7253,114.9278,-5.47,85,100,2.35,RU,1729347660
236,lospalos,-8.5186,127.0025,21.92,90,55,1.75,TL,1729347661
237,turner,44.2565,-70.2562,15.7,60,0,0.89,US,1729347662
238,aasiaat,68.7098,-52.8699,-9.94,75,62,4.15,GL,1729347663
239,umm kaddadah,13.6017,26.6876,35.75,14,55,6.85,SD,1729347664
240,cockburn town,21.4612,-71.1419,29.51,71,63,9.15,TC,1729347666
241,walvis bay,-22.9575,14.5053,22.53,53,0,4.12,NA,1729347667
242,pingzhuang,42.0372,119.2889,-0.58,31,4,0.53,CN,1729347668
243,malango,-2.9627,119.9001,19.11,98,85,0.87,ID,1729347669
244,zhuanghe,39.7008,122.9911,2.93,35,0,5.94,CN,1729347670
245,hilo,19.7297,-155.09,20.85,88,40,1.54,US,1729347671
246,kruisfontein,-34.0033,24.7314,17.22,60,100,7.79,ZA,1729347672
247,sinop,41.7711,34.8709,7.51,80,100,1.95,TR,1729347615
248,el-tor,28.2364,33.6254,27.7,51,0,7.63,EG,1729347676
249,afaahiti,-17.75,-149.2833,23.9,86,98,8.88,PF,1729347677
250,fukuecho,32.6881,128.8419,20.46,84,99,18.56,JP,1729347678
251,puerto santa,-8.9906,-78.6456,17.96,83,52,2.98,PE,1729347679
252,holly springs,35.6513,-78.8336,15.4,70,0,1.34,US,1729347669
253,vilyuysk,63.7553,121.6247,-11.03,96,99,2.37,RU,1729347681
254,luderitz,-26.6481,15.1594,20.8,49,6,13.68,NA,1729347682
255,sao felix do xingu,-6.6447,-51.995,31.22,50,100,0.34,BR,1729347683
256,puerto leguizamo,-0.1934,-74.7819,31.82,52,55,1.85,CO,1729347684
257,pembroke,45.8168,-77.1162,11.47,52,0,1.68,CA,1729347418
258,radomir,42.5444,22.9578,15.62,43,9,0.91,BG,1729347686
259,jamaame,0.0697,42.745,27.92,62,64,5.41,SO,1729347688
260,christchurch,-43.5333,172.6333,13.11,85,100,3.09,NZ,1729347479
261,abu jibeha,11.4562,31.2285,33.27,39,98,2.77,SD,1729347690
262,nishinoomote,30.7333,131.0,26.17,82,56,6.6,JP,1729347692
263,mezhdurechenskiy,59.6,65.9333,4.64,63,40,4.65,RU,1729347693
264,ta`u,-14.2336,-169.5144,26.79,80,64,5.32,AS,1729347694
265,puerto baquerizo moreno,-0.9,-89.6,19.55,100,100,5.66,EC,1729347695
266,kolonia town,6.964,158.206,29.0,84,100,4.63,FM,1729347696
267,iskateley,67.6803,53.1512,7.17,89,100,7.87,RU,1729347697
268,carauari,-4.8828,-66.8958,36.52,37,97,0.49,BR,1729347698
269,porto novo,6.4965,2.6036,29.25,72,100,4.4,BJ,1729347700
270,antsiranana,-12.2787,49.2917,28.42,51,20,4.12,MG,1729347701
271,ugoofaaru,5.6667,73.0,28.15,77,67,4.13,MV,1729347702
272,ketchikan,55.3422,-131.6461,6.99,90,100,2.57,US,1729347703
273,kununurra,-15.7667,128.7333,27.99,65,55,2.06,AU,1729347704
274,fort mcmurray,56.7268,-111.381,1.77,80,100,2.57,CA,1729347705
275,keflavik,64.0049,-22.5624,6.24,87,75,10.29,IS,1729347706
276,praia da vitoria,38.7333,-27.0667,24.14,73,40,14.31,PT,1729347707
277,deniliquin,-35.5333,144.9667,12.34,76,43,6.25,AU,1729347708
278,tura,25.5198,90.2201,21.87,86,15,1.58,IN,1729347709
279,lethem,3.3803,-59.7968,34.18,38,25,5.32,GY,1729347710
280,harran,36.86,39.0314,19.49,16,0,4.68,TR,1729347711
281,broken hill,-31.95,141.4333,16.6,42,0,4.44,AU,1729347712
282,magadan,59.5667,150.8,-8.21,69,86,5.13,RU,1729347714
283,kita,13.0349,-9.4895,34.03,45,100,0.27,ML,1729347715
284,luwuk,-0.9516,122.7875,23.1,86,79,1.88,ID,1729347536
285,san patricio,28.017,-97.5169,25.97,71,6,4.97,US,1729347717
286,narvik,68.4384,17.4272,10.7,78,20,2.97,NO,1729347718
287,dawei,14.0833,98.2,25.01,92,90,1.81,MM,1729347719
288,saldanha,-33.0117,17.9442,19.03,63,0,10.47,ZA,1729347720
289,ladario,-19.0047,-57.6017,24.16,88,75,3.6,BR,1729347721
290,tegueste,28.5167,-16.3167,21.56,73,20,4.63,ES,1729347475
291,dyatlovo,53.4631,25.4068,9.19,57,1,2.57,BY,1729347723
292,tamandare,-8.7597,-35.1047,28.05,59,56,4.96,BR,1729347724
293,primero de mayo,-32.2552,-58.4228,25.46,45,0,5.12,AR,1729347436
294,dhuusamarreeb,5.535,46.3861,34.71,35,59,2.39,SO,1729347728
295,balsas,-7.5325,-46.0356,35.43,35,99,0.93,BR,1729347729
296,adam,22.3756,57.5233,35.5,24,64,5.98,OM,1729347730
297,cardigan,52.0847,-4.6591,15.5,75,26,5.4,GB,1729347731
298,antalaha,-14.9003,50.2788,25.34,73,7,3.3,MG,1729347732
299,puerto deseado,-47.7503,-65.8938,17.48,36,51,6.99,AR,1729347733
300,irtyshsk,53.3333,75.4572,3.94,59,7,2.73,KZ,1729347734
301,constantia,44.1833,28.65,13.38,46,6,4.35,RO,1729347735
302,bull savanna,17.8868,-77.5902,27.48,67,94,1.49,JM,1729347737
303,yeniseysk,58.4497,92.1703,-0.92,91,100,1.62,RU,1729347738
304,buala,-8.145,159.5921,26.03,84,70,2.5,SB,1729347739
305,haiku-pauwela,20.9219,-156.3051,23.91,81,22,4.47,US,1729347740
306,lorengau,-2.0226,147.2712,26.31,84,71,0.84,PG,1729347741
307,kirensk,57.7853,108.1119,-3.69,89,100,2.81,RU,1729347742
308,crane,31.3974,-102.3501,18.32,84,99,10.39,US,1729347743
309,ciudad bolivar,8.1222,-63.5497,31.88,54,23,3.97,VE,1729347588
310,cumaru,-8.0061,-35.6972,28.57,51,97,3.68,BR,1729347746
311,letlhakeng,-24.0944,25.0298,34.23,10,1,4.08,BW,1729347748
312,hola,51.5377,23.1902,11.24,43,0,4.19,PL,1729347749
313,vegreville,53.5001,-112.0518,0.3,74,21,4.63,CA,1729347750
314,flin flon,54.7682,-101.865,7.91,57,100,6.69,CA,1729347751
315,bar-sur-aube,48.25,4.5833,15.95,63,100,4.46,FR,1729347752
316,seven pagodas,12.6264,80.1722,28.2,76,98,2.9,IN,1729347753
317,dehloran,32.6941,47.2679,31.28,20,0,3.04,IR,1729347754
318,san rafael del sur,11.8485,-86.4384,23.93,91,100,0.71,NI,1729347755
319,salinas,36.6777,-121.6555,13.77,40,0,4.12,US,1729347548
320,zhangye,38.9342,100.4517,8.31,73,99,3.37,CN,1729347758
321,mazsalaca,57.8633,25.0547,10.45,49,40,2.8,LV,1729347760
322,gadzhiyevo,69.2551,33.3362,7.07,84,100,3.04,RU,1729347761
323,amarillo,35.222,-101.8313,14.88,81,100,7.72,US,1729347471
324,golyshmanovo,56.3979,68.3728,1.85,79,49,4.15,RU,1729347763
325,suva,-18.1416,178.4415,21.89,80,39,5.94,FJ,1729347764
326,sisimiut,66.9395,-53.6735,-4.38,60,86,5.6,GL,1729347765
327,codrington,-38.2667,141.9667,11.24,94,14,3.04,AU,1729347766
328,iwanai,42.9744,140.5089,6.14,55,100,8.44,JP,1729347767
329,selkirk,50.1436,-96.8845,3.43,84,95,1.79,CA,1729347768
330,nizhneangarsk,55.7833,109.55,-7.94,73,5,1.9,RU,1729347769
331,barcelos,41.5388,-8.6151,18.69,89,100,3.87,PT,1729347770
332,sur,22.5667,59.5289,28.85,62,68,0.8,OM,1729347771
333,salinopolis,-0.6136,-47.3561,29.63,66,18,5.01,BR,1729347685
334,guerrero negro,27.9769,-114.0611,15.68,87,0,1.19,MX,1729347775
335,howard springs,-12.497,131.047,28.95,85,70,2.2,AU,1729347776
336,alesund,62.4723,6.1549,14.08,77,0,1.54,NO,1729347777
337,kismayo,-0.3582,42.5454,26.94,70,36,6.25,SO,1729347778
338,kili,5.6439,169.1211,28.92,75,32,4.67,MH,1729347779
339,macapa,0.0389,-51.0664,32.99,62,40,4.12,BR,1729347780
340,tubmanburg,6.8708,-10.8172,27.24,84,100,2.48,LR,1729347781
341,callao,-12.0667,-77.15,23.18,77,100,3.09,PE,1729347509
342,prince rupert,54.3161,-130.3201,8.83,97,100,9.77,CA,1729347783
343,kapa'a,22.0752,-159.319,23.18,95,75,2.57,US,1729347784
344,tamanrasset,22.785,5.5228,32.95,15,40,5.14,DZ,1729347786
345,alaghsas,17.0187,8.0168,37.94,9,0,4.12,NE,1729347787
346,dunedin,-45.8742,170.5036,10.47,92,100,2.48,NZ,1729347788
347,amahai,-3.3333,128.9167,26.61,80,100,0.97,ID,1729347789
348,hobyo,5.3505,48.5268,26.7,77,33,7.86,SO,1729347790
349,prado,-17.3411,-39.2208,27.41,71,65,6.43,BR,1729347791
350,rantepao,-2.9701,119.8978,19.11,98,85,0.87,ID,1729347792
351,tieli,46.95,128.05,-3.63,41,0,2.58,CN,1729347793
352,tarawa,1.419,172.984,27.86,79,46,5.86,KI,1729347794
353,hasaki,35.7333,140.8333,22.61,87,100,7.73,JP,1729347795
354,qurayyat,31.3318,37.3428,27.1,12,0,5.14,SA,1729347796
355,coahuayana de hidalgo,18.7,-103.6583,25.36,80,89,1.5,MX,1729347797
356,siwa oasis,29.2041,25.5195,27.86,24,0,2.52,EG,1729347800
357,cannonvale,-20.2833,148.7,22.66,83,0,3.66,AU,1729347801
358,porto belo,-27.1578,-48.5531,18.24,79,100,2.97,BR,1729347802
359,las terrenas,19.311,-69.5428,28.93,74,20,2.06,DO,1729347803
360,cozumel,20.5083,-86.9458,27.04,89,100,4.12,MX,1729347555
361,tofol,5.3248,163.0078,29.14,75,75,4.37,FM,1729347806
362,nova xavantina,-14.6667,-52.35,27.76,67,69,1.67,BR,1729347807
363,xining,36.6167,101.7667,6.15,89,100,1.06,CN,1729347809
364,sao bras de alportel,37.1531,-7.8875,21.38,68,20,5.66,PT,1729347811
365,bulayevo,54.9056,70.4439,3.65,62,10,3.15,KZ,1729347812
366,lys'va,58.1086,57.8053,1.45,83,20,2.2,RU,1729347813
367,kristiansund,63.1115,7.732,18.36,45,13,3.09,NO,1729347814
368,igarka,67.4667,86.5833,-3.0,96,98,3.59,RU,1729347816
369,kalavad,22.2167,70.3833,29.62,67,100,2.34,IN,1729347817
370,long beach,33.767,-118.1892,17.46,53,0,1.54,US,1729347311
371,tosontsengel,48.7567,98.2839,-0.68,95,100,0.41,MN,1729347819
372,port hedland,-20.3167,118.5667,23.03,83,0,2.57,AU,1729347820
373,saint-philippe,-21.3585,55.7679,23.58,83,52,4.34,RE,1729347821
374,hirara,24.8,125.2833,27.92,89,75,7.72,JP,1729347823
375,kayyerkan,69.3786,87.7439,-7.75,94,89,3.56,RU,1729347824
376,murzuq,25.9155,13.9184,31.75,17,100,2.18,LY,1729347825
377,skagen,57.7209,10.5839,11.55,89,100,7.46,DK,1729347826
378,lyubokhna,53.5033,34.3885,5.96,65,18,2.38,RU,1729347827
379,rio preto da eva,-2.6994,-59.6997,37.49,30,3,2.21,BR,1729347829
380,sarandi del yi,-33.35,-55.6333,21.82,59,6,2.14,UY,1729347831
381,salem,11.65,78.1667,25.86,79,81,0.67,IN,1729347628
382,brookings,44.3114,-96.7984,9.69,96,100,0.0,US,1729347833
383,hebi,35.8992,114.1925,7.35,49,100,4.01,CN,1729347834
384,kalush,49.0119,24.3731,10.19,52,0,4.92,UA,1729347836
385,rudnichnyy,59.617,52.4703,4.38,76,99,3.38,RU,1729347837
386,tomarza,38.4472,35.7992,8.19,32,75,3.05,TR,1729347838
387,wakkanai,45.4094,141.6739,6.75,58,100,13.78,JP,1729347839
388,mountain home,43.133,-115.6912,2.79,57,0,3.09,US,1729347840
